timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ground_truth_lat,ground_truth_lon,ground_truth_speed,ground_truth_heading,gnss_status
0.0,-0.7051,-3.3675,9.1395,-0.1068,0.2033,-0.1724,52.7604151,-1.6792928,24.725,320.04900000000004,1
0.1,-0.5147,-0.6964,9.7976,0.0057,0.2644,-0.0492,52.76041970000001,-1.6792993,24.124,319.69599999999997,1
0.2,-2.588,-0.4131,9.6361,-0.0753,-0.1448,0.1564,52.7604241,-1.6793056,23.305999999999997,319.472,1
0.30000000000000004,-1.8539,-2.6064,10.0556,0.0249,-0.2293,0.0062,52.7604285,-1.6793113,22.41,321.123,1
0.4,-1.4240000000000002,-3.7328,10.3426,0.0342,-0.0474,0.0744,52.7604327,-1.6793171,21.974,320.569,1
0.5,-0.5185,-1.4524,9.2009,0.0207,0.0578,-0.1124,52.7604365,-1.6793225,20.362,319.767,1
0.6000000000000001,-1.9153,0.2706,9.2805,-0.1406,0.2538,-0.0784,52.7604402,-1.6793280000000002,19.904,319.025,1
0.7000000000000001,-1.6844,0.2751,8.5046,0.1589,-0.192,0.0817,52.7604436,-1.6793329,18.216,319.245,1
0.8,-4.6777,-2.1169,7.709,-0.0732,-0.2497,0.2487,52.7604468,-1.6793380000000002,17.887999999999998,317.311,1
0.9,-0.4208,-12.0548,10.5339,-0.1264,0.0322,0.261,52.76045009999999,-1.679343,17.705,317.851,1
1.0,-2.1257,-4.4633,9.4337,0.1729,0.4696,-0.3015,52.7604534,-1.6793477,17.143,318.695,1
1.1,-3.1103,0.5794,8.5015,-0.1573,-0.0345,0.1147,52.7604567,-1.6793517999999998,16.319000000000003,319.897,1
1.2000000000000002,-1.6869999999999998,-3.7883,9.2882,0.0987,0.1549,-0.253,52.760459399999995,-1.6793567,15.818,317.33299999999997,1
1.3,-0.6266,-6.568,8.426,0.0593,-0.6014,0.4045,52.760463,-1.6793602,16.132,323.572,1
1.4000000000000001,-4.1865,2.1924,9.7547,0.2845,-0.4073,0.2252,52.7604661,-1.6793645,16.178,322.171,1
1.5,-0.2339999999999999,-0.6181,9.8771,0.0774,0.3041,-0.1984,52.7604693,-1.6793684000000002,16.099,322.53,1
