timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc_x_clean,acc_y_clean,acc_z_clean,gyro_x_clean,gyro_y_clean,gyro_z_clean,acc_magnitude,gyro_magnitude,longitudinal_acc,lateral_acc,vertical_acc,yaw_rate,acc_mean,acc_std,gyro_mean,gyro_std,ground_truth_lat,ground_truth_lon,ground_truth_speed,ground_truth_heading,gnss_status,cnn_predicted_speed,baseline_predicted_speed,rf_predicted_speed,speed_prediction_error,gnss_state,yaw_rate_corrected,ground_truth_x,ground_truth_y,dr_x,dr_y,dr_lat,dr_lon,estimated_heading,matched_x,matched_y,matched_lat,matched_lon,dr_position_error_m,matched_position_error_m
0.0,-0.0716,-2.7477,10.5674,-0.0214,0.4927,-0.237,-0.0957380143811878,-2.811574386390698,0.7610673231344572,-0.024222053644235,0.4918664617920985,-0.2117712375796836,2.914333503212858,0.5360656500697026,-2.811574386390698,-0.0957380143811878,0.7610673231344572,-0.2117712375796836,2.914333503212858,0.0,0.5360656500697026,0.0,52.5589784,-1.4832005,40.547,31.141,1,56.642815,65.36479,69.60753782446677,-16.09581463623047,AVAILABLE,0.2117712375796836,-70.97388084585654,-445.002096431244,-70.97388084585654,-445.002096431244,52.5589784,-1.4832005,31.141,-70.97388084585654,-445.002096431244,52.5589784,-1.4832005,0.0,0.0
0.1,4.8404,6.7711,8.9985,-0.0223,0.8745,-0.5287,2.7986927019395957,3.862898485774316,-0.3555663473660651,0.0218477609620093,0.5105177619043492,-0.2731750737770747,4.78341854521081,0.5794224113822222,3.862898485774316,2.7986927019395957,-0.3555663473660651,-0.2731750737770747,3.848876024211834,1.3216427078110948,0.5577440307259625,0.030657859934369,52.5589872,-1.4831921999999995,40.597,30.066,1,56.642815,65.36479,69.60753782446677,-16.045814636230467,AVAILABLE,0.2731750737770747,-70.41284921629007,-444.0235810772882,-70.41284921629007,-444.0235810772882,52.5589872,-1.4831921999999995,30.066,-70.41284921629007,-444.0235810772882,52.5589872,-1.4831921999999995,0.0,0.0
0.2,0.2017,0.742,9.4676,0.1146,-0.349,0.2108,2.818209300765918,4.163964085234604,-1.120949062681931,0.0331751107479712,0.1826860757735703,-0.0938340006642059,5.151449055088741,0.2080375204989163,4.163964085234604,2.818209300765918,-1.120949062681931,-0.0938340006642059,4.283067034504136,1.1995562612112332,0.4411751939836137,0.2030636188150667,52.5589962,-1.483184,41.148,29.067,1,56.642815,65.36479,69.60753782446677,-15.494814636230466,AVAILABLE,0.0938340006642059,-69.8585770040033,-443.02282673706685,-69.8585770040033,-443.02282673706685,52.5589962,-1.483184,29.067,-69.8585770040033,-443.02282673706685,52.5589962,-1.483184,0.0,0.0
0.3,4.4292,5.1777,7.8086,-0.0692,0.3481,-0.2188,2.2860621293273184,2.6358738104115416,-1.1416909057513172,0.0006125622995068,-0.1582679484993376,0.1043578091132487,3.671153623567567,0.1895776122797126,2.6358738104115416,2.2860621293273184,-1.1416909057513172,0.1043578091132487,4.130088681769994,1.0261089877924217,0.3782757985576384,0.208123099720638,52.5590054,-1.4831758000000002,41.803,28.443,1,56.642815,65.36479,69.60753782446677,-14.839814636230471,AVAILABLE,-0.1043578091132487,-69.30430479168965,-441.9998334127018,-69.30430479168965,-441.9998334127018,52.5590054,-1.4831758000000002,28.443,-69.30430479168965,-441.9998334127018,52.5590054,-1.4831758000000002,0.0,0.0
0.4,1.3211,0.7961,9.6865,0.0287,-0.7467,0.422,2.229407194861305,2.108262281038126,-0.5212906470702255,-0.0033870415763843,-0.4070372233270128,0.2681369479615879,3.112357663391264,0.4874301961169003,2.108262281038126,2.229407194861305,-0.5212906470702255,0.2681369479615879,3.926542478094248,0.9984137550511474,0.4001066780694908,0.186733379392384,52.5590148,-1.4831678000000004,42.041,27.79,1,56.642815,65.36479,69.60753782446677,-14.601814636230472,AVAILABLE,-0.2681369479615879,-68.76355141382791,-440.9546011013638,-68.76355141382791,-440.9546011013638,52.5590148,-1.4831678000000004,27.79,-68.76355141382791,-440.9546011013638,52.5590148,-1.4831678000000004,0.0,0.0
0.5,1.9307,1.4061,9.8211,0.0419,-0.4032,0.2864,2.7993669292448544,1.4172951708547192,-0.5180535721153805,0.0110535020182453,-0.4927972395297408,0.3340388775634474,3.1801824333612343,0.5954437596606819,1.4172951708547192,2.7993669292448544,-0.5180535721153805,0.3340388775634474,3.979712264123923,0.9361718968641064,0.4119822999876866,0.199025124867873,52.5590242,-1.4831597,42.48,27.438,1,56.642815,65.36479,69.60753782446677,-14.162814636230472,AVAILABLE,-0.3340388775634474,-68.21603861871336,-439.9093687907331,-68.21603861871336,-439.9093687907331,52.5590242,-1.4831597,27.438,-68.21603861871336,-439.9093687907331,52.5590242,-1.4831597,0.0,0.0
0.6000000000000001,6.1093,1.9357,7.7019,-0.041,-0.2601,0.1121,3.4164185946559043,0.1233043176448014,-0.6838976680996282,0.0325534078252421,-0.4363665262557333,0.2569048363241949,3.486378635359703,0.5074205006937477,0.1233043176448014,3.4164185946559043,-0.6838976680996282,0.2569048363241949,3.720304282153702,0.8316614484533958,0.3975819178499917,0.1860641055767658,52.5590339,-1.4831517,43.063,26.716,1,56.642815,65.36479,69.60753782446677,-13.579814636230466,AVAILABLE,-0.2569048363241949,-67.67528524083819,-438.83077800211856,-67.67528524083819,-438.83077800211856,52.5590339,-1.4831517,26.716,-67.67528524083819,-438.83077800211856,52.5590339,-1.4831517,0.0,0.0
0.7000000000000001,-0.2789,-2.3815,11.05,0.163,-0.7017,0.3319,3.7427756535164183,0.5273194704186197,-0.5104374011337109,0.0636443786585129,-0.3123473040246148,0.1267553663488174,3.8140505708385626,0.3430428080640902,0.5273194704186197,3.7427756535164183,-0.5104374011337109,0.1267553663488174,3.4528245853036665,0.3039445359692977,0.4245829753630265,0.1595944516041149,52.5590435,-1.4831438999999995,43.128,26.309,1,56.642815,65.36479,69.60753782446677,-13.514814636230469,AVAILABLE,-0.1267553663488174,-67.14805069737464,-437.76330670663685,-67.14805069737464,-437.76330670663685,52.5590435,-1.4831438999999995,26.309,-67.14805069737464,-437.76330670663685,52.5590435,-1.4831438999999995,0.0,0.0
0.8,6.5134,4.3074,7.99,-0.0236,0.4102,-0.3496,2.3896597416674323,1.953914307072616,-0.507221727045934,0.0569902710473765,-0.1105201779953439,-0.0155614932063668,3.128182967909099,0.1253186371175003,1.953914307072616,2.3896597416674323,-0.507221727045934,-0.0155614932063668,3.344230454171972,0.3034346338161031,0.4117311803305841,0.1839750908554644,52.5590534,-1.4831359999999998,43.679,26.117,1,56.642815,65.36479,69.60753782446677,-12.963814636230468,AVAILABLE,0.0155614932063668,-66.61405673673887,-436.6624769324641,-66.61405673673887,-436.6624769324641,52.5590534,-1.4831359999999998,26.117,-66.61405673673887,-436.6624769324641,52.5590534,-1.4831359999999998,0.0,0.0
0.9,-3.6897,0.2491,10.1264,0.0731,-0.4044,0.1479,-1.637246881337041,-0.4339835598326723,0.1012803136150173,0.022636646455333,0.1337339639734845,-0.1681193131985986,1.6968137147544695,0.2160122550995047,-0.4339835598326723,-1.637246881337041,0.1012803136150173,-0.1681193131985986,3.0611216644446135,0.8105174729918787,0.357447592127105,0.195722605479332,52.5590634,-1.4831279,44.33,26.043000000000006,1,56.642815,65.36479,69.60753782446677,-12.31281463623047,AVAILABLE,0.1681193131985986,-66.06654394165119,-435.5505276665731,-66.06654394165119,-435.5505276665731,52.5590634,-1.4831279,26.043000000000006,-66.06654394165119,-435.5505276665731,52.5590634,-1.4831279,0.0,0.0
